schuljahr,abschlussart,geschlecht,schulart,anzahl
2001/02,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2001/02,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,110
2001/02,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2002/03,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2002/03,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2002/03,mit allgemeiner Hochschulreife,weiblich,Gymnasien,7846
2002/03,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2002/03,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,15
2002/03,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2002/03,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2002/03,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,141
2002/03,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2003/04,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2003/04,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2003/04,mit allgemeiner Hochschulreife,weiblich,Gymnasien,7933
2003/04,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2003/04,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,13
2003/04,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2003/04,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2003/04,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,136
2003/04,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2004/05,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2004/05,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2004/05,mit allgemeiner Hochschulreife,weiblich,Gymnasien,7864
2004/05,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2004/05,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,23
2004/05,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2004/05,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2004/05,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,166
2004/05,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2005/06,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2005/06,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2005/06,mit allgemeiner Hochschulreife,weiblich,Gymnasien,7915
2005/06,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2005/06,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,20
2005/06,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2005/06,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2005/06,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,188
2005/06,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2006/07,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2006/07,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2006/07,mit allgemeiner Hochschulreife,weiblich,Gymnasien,7658
2006/07,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2006/07,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,16
2006/07,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2006/07,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2006/07,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,178
2006/07,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2007/08,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2007/08,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2007/08,mit allgemeiner Hochschulreife,weiblich,Gymnasien,7671
2007/08,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2007/08,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,20
2007/08,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2007/08,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2007/08,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,171
2007/08,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2008/09,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2008/09,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2008/09,mit allgemeiner Hochschulreife,weiblich,Gymnasien,6471
2008/09,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2008/09,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,25
2008/09,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2008/09,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2008/09,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,183
2008/09,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2009/10,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2009/10,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2009/10,mit allgemeiner Hochschulreife,weiblich,Gymnasien,3762
2009/10,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2009/10,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,17
2009/10,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2009/10,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2009/10,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,157
2009/10,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2010/11,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2010/11,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2010/11,mit allgemeiner Hochschulreife,weiblich,Gymnasien,3461
2010/11,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2010/11,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,25
2010/11,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2010/11,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2010/11,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,164
2010/11,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2011/12,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2011/12,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2011/12,mit allgemeiner Hochschulreife,weiblich,Gymnasien,3499
2011/12,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2011/12,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,25
2011/12,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2011/12,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2011/12,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,146
2011/12,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2012/13,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2012/13,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2012/13,mit allgemeiner Hochschulreife,weiblich,Gymnasien,3809
2012/13,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2012/13,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,29
2012/13,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2012/13,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2012/13,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,120
2012/13,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2013/14,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2013/14,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2013/14,mit allgemeiner Hochschulreife,weiblich,Gymnasien,4290
2013/14,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2013/14,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,37
2013/14,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2013/14,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2013/14,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,133
2013/14,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2014/15,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2014/15,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2014/15,mit allgemeiner Hochschulreife,weiblich,Gymnasien,4879
2014/15,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2014/15,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,26
2014/15,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2014/15,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2014/15,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,108
2014/15,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2015/16,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2015/16,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2015/16,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5105
2015/16,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2015/16,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,37
2015/16,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2015/16,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2015/16,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,92
2015/16,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2016/17,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2016/17,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2016/17,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5466
2016/17,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2016/17,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,38
2016/17,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2016/17,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2016/17,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,67
2016/17,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2017/18,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2017/18,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2017/18,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5453
2017/18,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2017/18,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,38
2017/18,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2017/18,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2017/18,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,81
2017/18,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2018/19,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2018/19,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2018/19,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5485
2018/19,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2018/19,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,27
2018/19,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2018/19,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2018/19,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,66
2018/19,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2019/20,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2019/20,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2019/20,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5460
2019/20,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2019/20,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,25
2019/20,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2019/20,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2019/20,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,81
2019/20,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2020/21,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2020/21,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2020/21,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5450
2020/21,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2020/21,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,35
2020/21,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2020/21,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2020/21,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,88
2020/21,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2021/22,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2021/22,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2021/22,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5653
2021/22,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2021/22,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,34
2021/22,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2021/22,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2021/22,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,68
2021/22,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2022/23,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2022/23,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2022/23,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5148
2022/23,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2022/23,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,41
2022/23,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2022/23,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,20
2022/23,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,103
2022/23,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2023/24,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2023/24,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2023/24,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5129
2023/24,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2023/24,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,45
2023/24,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2023/24,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,23
2023/24,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,53
2023/24,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2024/25,mit allgemeiner Hochschulreife,weiblich,Grundschulen,-
2024/25,mit allgemeiner Hochschulreife,weiblich,Schularten mit mehreren Bildungsgängen,x
2024/25,mit allgemeiner Hochschulreife,weiblich,Gymnasien,5502
2024/25,mit allgemeiner Hochschulreife,weiblich,Förderschulen,x
2024/25,mit allgemeiner Hochschulreife,weiblich,Freie Waldorfschulen,39
2024/25,mit allgemeiner Hochschulreife,weiblich,Gemeinschaftsschulen,-
2024/25,mit allgemeiner Hochschulreife,weiblich,Integrierte Gesamtschulen,-
2024/25,mit allgemeiner Hochschulreife,weiblich,Schulen des zweiten Bildungsweges,51
2024/25,mit allgemeiner Hochschulreife,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,14901
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,4
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
1994/95,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,469
1994/95,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,16229
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,7
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
1995/96,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,398
1995/96,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,16366
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,7
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
1996/97,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,400
1996/97,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,15309
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,5
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
1997/98,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,275
1997/98,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,15780
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,17
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
1998/99,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,246
1998/99,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,15455
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,25
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
1999/00,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,281
1999/00,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,15363
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,18
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2000/01,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,246
2000/01,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,14005
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,20
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2001/02,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,236
2001/02,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,13289
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,27
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2002/03,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,300
2002/03,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,13613
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,28
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2003/04,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,288
2003/04,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,13527
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,34
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2004/05,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,352
2004/05,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,13757
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,36
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2005/06,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,346
2005/06,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Schularten mit mehreren Bildungsgängen,-
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Gymnasien,13464
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Förderschulen,-
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Freie Waldorfschulen,33
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Gemeinschaftsschulen,-
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Integrierte Gesamtschulen,-
2006/07,mit allgemeiner Hochschulreife,Insgesamt,Schulen des zweiten Bildungsweges,349
2006/07,mit allgemeiner Hochschulreife,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2007/08,mit allgemeiner Hochschulreife,Insgesamt,Grundschulen,-
